"CO_GRUPO","NT_GER","estado_civil","regiao","sexo","hestudos","cor_pele","renda_familiar","turno"
4004,48.6,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
4004,55.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 4,5 a 6 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,33.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 1,5 a 3 SM","Integral"
4004,NA,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 10 a 30 SM","Integral"
4004,66.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,37.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Preta","de 6 a 10 SM","Integral"
4004,50,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Amarela","de 6 a 10 SM","Integral"
4004,59.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,56.4,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","De 1,5 a 3 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,51.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,38.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
4004,52.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
4004,45,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Integral"
4004,NA,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Integral"
4004,34.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 3 a 4,5 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,50.8,"Casado(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","de 10 a 30 SM","Integral"
4004,56.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
4004,9.3,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,54.3,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 1,5 a 3 SM","Integral"
4004,56.1,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Nao Declarado","de 10 a 30 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,40.4,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 4,5 a 6 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,54.6,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
4004,40.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
4004,49.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
4004,54.7,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Preta","de 6 a 10 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,66.4,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 6 a 10 SM","Integral"
4004,13.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Nao Declarado","De 1,5 a 3 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,38.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","de 10 a 30 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,NA,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Integral"
4004,43.9,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 6 a 10 SM","Integral"
4004,42.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Acima de 30SM","Integral"
4004,57,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,49.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 3 a 4,5 SM","Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4004,60.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
21,60.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,NA,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
21,63.4,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Nao Declarado","de 10 a 30 SM","Integral"
21,44.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 6 a 10 SM","Integral"
21,49.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","Acima de 30SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Nao Declarado","de 10 a 30 SM","Integral"
21,42.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","de 10 a 30 SM","Integral"
21,51.4,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 10 a 30 SM","Integral"
21,70.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,69.4,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 6 a 10 SM","Integral"
21,66.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 10 a 30 SM","Integral"
21,55.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,67.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","de 10 a 30 SM","Integral"
21,74.9,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,71.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,82.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
21,75.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Nao Declarado","De 3 a 4,5 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 3 a 4,5 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Nao Declarado","de 6 a 10 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","Acima de 30SM","Integral"
21,31.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 10 a 30 SM","Integral"
21,67.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,82.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 10 a 30 SM","Integral"
21,65.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,59.8,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Nao Declarado","de 10 a 30 SM","Integral"
21,72.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,59.4,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,71.7,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
21,47.3,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
21,59.4,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
21,62.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 3 a 4,5 SM","Integral"
21,54.7,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
21,67.7,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 10 a 30 SM","Integral"
21,70.7,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Preta","de 10 a 30 SM","Integral"
21,61,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
21,53,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Preta","de 6 a 10 SM","Integral"
21,68.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 10 a 30 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,70.9,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Nao Declarado","Acima de 30SM","Integral"
21,58.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 10 a 30 SM","Integral"
21,75.7,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,68,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
21,65.1,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,71.8,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","Acima de 30SM","Integral"
21,76.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Nao Declarado","de 10 a 30 SM","Integral"
21,63.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
21,71.8,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,38,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","De 1,5 a 3 SM","Integral"
21,55.6,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 3 a 4,5 SM","Integral"
21,55.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
21,68.3,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Branca","de 10 a 30 SM","Integral"
21,57.7,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","de 6 a 10 SM","Integral"
21,58.3,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,73.3,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,61.6,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 3 a 4,5 SM","Integral"
21,61.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
21,50.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Preta","Acima de 30SM","Integral"
21,69.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,71.7,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Preta","de 6 a 10 SM","Integral"
21,59,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
21,44.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","De 3 a 4,5 SM","Integral"
21,72,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","de 10 a 30 SM","Integral"
21,51.8,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,53.3,"Outro","Centro-Oeste","Masculino","De uma a três","Preta","De 3 a 4,5 SM","Integral"
21,53.5,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Nao Declarado","de 6 a 10 SM","Integral"
21,65.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,48.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","De 1,5 a 3 SM","Integral"
21,57.7,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
21,55.8,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Até 1,5 SM","Integral"
21,63,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","Até 1,5 SM","Integral"
21,78.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,51.9,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","De 3 a 4,5 SM","Integral"
21,56.8,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,55,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 6 a 10 SM","Integral"
21,47.9,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 6 a 10 SM","Integral"
21,70.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,58.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 6 a 10 SM","Integral"
21,70.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","Acima de 30SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Nao Declarado","de 10 a 30 SM","Integral"
21,74.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,53.9,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,0,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Nao Declarado","De 3 a 4,5 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","De 4,5 a 6 SM","Integral"
21,67.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Nao Declarado","De 4,5 a 6 SM","Integral"
21,66.2,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
21,33,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Preta","de 10 a 30 SM","Integral"
21,74.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","Acima de 30SM","Integral"
21,83.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","de 10 a 30 SM","Integral"
21,81.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,57.5,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,69.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 1,5 a 3 SM","Integral"
21,83.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,68.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,65,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
21,68.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,78.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,64.9,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,69.8,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","Acima de 30SM","Integral"
21,37.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 6 a 10 SM","Integral"
21,70.2,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
21,51.3,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
21,56.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
21,46.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,18.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,86.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,70.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","de 10 a 30 SM","Integral"
21,55.5,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Nao Declarado","de 6 a 10 SM","Integral"
21,61.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,68.8,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,78.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 6 a 10 SM","Integral"
21,60,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Até 1,5 SM","Integral"
21,71.2,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
21,42.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","De 4,5 a 6 SM","Integral"
21,81.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,76.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,63.3,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Preta","de 6 a 10 SM","Integral"
21,62.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
21,66.8,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
21,57.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,42.1,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","de 10 a 30 SM","Integral"
21,67.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
21,63.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","de 10 a 30 SM","Integral"
21,34.7,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Nao Declarado","Acima de 30SM","Integral"
21,74.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,56,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
21,28.4,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","De 1,5 a 3 SM","Integral"
21,71.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
21,58.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
21,86.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","Acima de 30SM","Integral"
21,57.6,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Amarela","de 10 a 30 SM","Integral"
21,32.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
21,39.7,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Integral"
21,47.7,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
21,64.6,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","De 4,5 a 6 SM","Integral"
21,NA,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Amarela","Acima de 30SM","Integral"
21,27.8,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","De 1,5 a 3 SM","Integral"
21,48,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
4301,59.8,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","Até 1,5 SM","Integral"
4301,73.8,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Branca","de 10 a 30 SM","Integral"
4301,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","de 6 a 10 SM","Integral"
4301,27.5,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
4301,44.7,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Preta","Até 1,5 SM","Integral"
4301,25.4,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 1,5 a 3 SM","Integral"
4301,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4301,50.5,"Casado(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","de 10 a 30 SM","Integral"
4301,43.7,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 3 a 4,5 SM","Integral"
4301,58,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 6 a 10 SM","Integral"
4301,45.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Até 1,5 SM","Integral"
4301,53.5,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
4301,45.4,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
4301,NA,"Casado(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 1,5 a 3 SM","Integral"
4301,52.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","De 4,5 a 6 SM","Integral"
4301,55.4,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
4301,NA,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","de 10 a 30 SM","Integral"
4301,55.4,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
4301,70.4,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","Acima de 30SM","Integral"
4301,44.9,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
4301,50.4,"Separado(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","De 1,5 a 3 SM","Integral"
4301,46.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
4301,NA,NA,"Centro-Oeste","Masculino",NA,NA,NA,"Integral"
5710,74,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","Acima de 30SM","Integral"
5710,53.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5710,71.4,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 10 a 30 SM","Integral"
5710,62.9,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
5710,66.7,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 3 a 4,5 SM","Integral"
5710,57.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
5710,76.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","Acima de 30SM","Integral"
5710,53.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
5710,79.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5710,78.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","de 10 a 30 SM","Integral"
5710,64.9,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 6 a 10 SM","Integral"
5710,63.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5710,73.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5710,68.9,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5710,NA,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
5710,63.6,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5710,72.2,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
5710,62.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5710,65.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Preta","de 10 a 30 SM","Integral"
5710,57.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5710,59.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Acima de 30SM","Integral"
5710,53.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5710,84.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
5710,48.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Amarela","De 3 a 4,5 SM","Integral"
5710,61.6,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Preta","de 10 a 30 SM","Integral"
5710,51.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
5710,76.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5710,50.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5710,53,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Amarela","Acima de 30SM","Integral"
5710,40.8,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Nao Declarado","de 10 a 30 SM","Integral"
5710,71.2,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
5710,65.5,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","De 4,5 a 6 SM","Integral"
5710,38.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
